日期,管制站,入境 / 出境,香港居民,内地访客,其他访客,总计
2024-02-28,启德邮轮码头,出境,1258,821,513,2592
2024-02-28,港澳客轮码头,入境,4407,788,2657,7852
2024-02-28,港澳客轮码头,出境,3970,1268,2830,8068
2024-02-29,机场,入境,21924,7180,20569,49673
2024-02-29,机场,出境,25072,7258,18180,50510
2024-02-29,高铁西九龙,入境,11221,11392,1130,23743
2024-02-29,高铁西九龙,出境,10714,10540,1052,22306
2024-02-29,红磡,入境,0,0,0,0
2024-02-29,红磡,出境,0,0,0,0
2024-02-29,罗湖,入境,55297,10154,741,66192
2024-02-29,罗湖,出境,54264,12027,777,67068
2024-02-29,落马洲支线,入境,46331,10646,359,57336
2024-02-29,落马洲支线,出境,47181,11106,298,58585
2024-02-29,香园围,入境,22118,5371,175,27664
2024-02-29,香园围,出境,22343,2742,94,25179
2024-02-29,港珠澳大桥,入境,15844,5238,3779,24861
2024-02-29,港珠澳大桥,出境,16477,7053,3690,27220
2024-02-29,落马洲,入境,9342,2109,412,11863
2024-02-29,落马洲,出境,7766,2647,414,10827
2024-02-29,文锦渡,入境,1412,366,22,1800
2024-02-29,文锦渡,出境,1500,288,7,1795
2024-02-29,沙头角,入境,0,0,0,0
2024-02-29,沙头角,出境,0,0,0,0
2024-02-29,深圳湾,入境,23230,8435,987,32652
2024-02-29,深圳湾,出境,22563,8147,927,31637
2024-02-29,中国客运码头,入境,608,522,218,1348
2024-02-29,中国客运码头,出境,667,516,245,1428
2024-02-29,港口管制,入境,0,0,29,29
2024-02-29,港口管制,出境,0,0,23,23
2024-02-29,启德邮轮码头,入境,0,0,0,0
2024-02-29,启德邮轮码头,出境,0,0,0,0
2024-02-29,港澳客轮码头,入境,4257,733,2324,7314
2024-02-29,港澳客轮码头,出境,4319,1057,2398,7774
2024-03-01,机场,入境,21754,7837,22277,51868
2024-03-01,机场,出境,32781,7049,17078,56908
2024-03-01,高铁西九龙,入境,11722,13078,1120,25920
2024-03-01,高铁西九龙,出境,18444,11325,1201,30970
2024-03-01,红磡,入境,0,0,0,0
2024-03-01,红磡,出境,0,0,0,0
2024-03-01,罗湖,入境,55371,11485,711,67567
2024-03-01,罗湖,出境,64464,12245,877,77586
2024-03-01,落马洲支线,入境,45372,11760,397,57529
2024-03-01,落马洲支线,出境,56810,11553,311,68674
2024-03-01,香园围,入境,20848,5342,137,26327
2024-03-01,香园围,出境,24000,2631,92,26723
2024-03-01,港珠澳大桥,入境,16612,5576,4397,26585
2024-03-01,港珠澳大桥,出境,23586,9008,4364,36958
2024-03-01,落马洲,入境,9584,2156,404,12144
2024-03-01,落马洲,出境,9538,2923,385,12846
2024-03-01,文锦渡,入境,1339,356,17,1712
2024-03-01,文锦渡,出境,1573,306,13,1892
2024-03-01,沙头角,入境,0,0,0,0
2024-03-01,沙头角,出境,0,0,0,0
2024-03-01,深圳湾,入境,23386,8714,1253,33353
2024-03-01,深圳湾,出境,29703,8075,938,38716
2024-03-01,中国客运码头,入境,703,625,342,1670
2024-03-01,中国客运码头,出境,1036,578,309,1923
2024-03-01,港口管制,入境,3,0,33,36
2024-03-01,港口管制,出境,1,0,22,23
2024-03-01,启德邮轮码头,入境,1216,819,91,2126
2024-03-01,启德邮轮码头,出境,1059,81,50,1190
2024-03-01,港澳客轮码头,入境,4497,755,2789,8041
2024-03-01,港澳客轮码头,出境,5762,1161,2984,9907
2024-03-02,机场,入境,22720,6950,18733,48403
2024-03-02,机场,出境,26943,6330,21134,54407
2024-03-02,高铁西九龙,入境,12287,20875,1288,34450
2024-03-02,高铁西九龙,出境,19733,16738,1336,37807
2024-03-02,红磡,入境,0,0,0,0
2024-03-02,红磡,出境,0,0,0,0
2024-03-02,罗湖,入境,66499,14667,709,81875
2024-03-02,罗湖,出境,86943,17158,812,104913
2024-03-02,落马洲支线,入境,55267,18798,432,74497
2024-03-02,落马洲支线,出境,77459,17988,396,95843
2024-03-02,香园围,入境,25470,7158,102,32730
2024-03-02,香园围,出境,32930,3801,168,36899
2024-03-02,港珠澳大桥,入境,20077,6830,5589,32496
2024-03-02,港珠澳大桥,出境,33367,9362,5104,47833
2024-03-02,落马洲,入境,14126,2201,333,16660
2024-03-02,落马洲,出境,14449,3415,334,18198
2024-03-02,文锦渡,入境,949,481,16,1446
2024-03-02,文锦渡,出境,1418,421,11,1850
2024-03-02,沙头角,入境,0,0,0,0
2024-03-02,沙头角,出境,0,0,0,0
2024-03-02,深圳湾,入境,28567,12962,1084,42613
2024-03-02,深圳湾,出境,37725,12080,1098,50903
2024-03-02,中国客运码头,入境,603,763,262,1628
2024-03-02,中国客运码头,出境,1069,604,276,1949
2024-03-02,港口管制,入境,0,0,103,103
2024-03-02,港口管制,出境,0,0,27,27
2024-03-02,启德邮轮码头,入境,257,215,2236,2708
2024-03-02,启德邮轮码头,出境,238,222,2385,2845
2024-03-02,港澳客轮码头,入境,4616,808,2957,8381
2024-03-02,港澳客轮码头,出境,6926,1190,2950,11066
2024-03-03,机场,入境,29697,6974,16520,53191
2024-03-03,机场,出境,24526,7490,25875,57891
2024-03-03,高铁西九龙,入境,22452,12794,1033,36279
2024-03-03,高铁西九龙,出境,11953,17266,1678,30897
2024-03-03,红磡,入境,0,0,0,0
2024-03-03,红磡,出境,0,0,0,0
2024-03-03,罗湖,入境,93188,12822,743,106753
2024-03-03,罗湖,出境,64792,16198,862,81852
2024-03-03,落马洲支线,入境,74673,15891,378,90942
2024-03-03,落马洲支线,出境,57767,16334,443,74544
2024-03-03,香园围,入境,35728,6752,141,42621
2024-03-03,香园围,出境,28988,3662,153,32803
2024-03-03,港珠澳大桥,入境,37674,5865,5391,48930
2024-03-03,港珠澳大桥,出境,21157,8205,5626,34988
2024-03-03,落马洲,入境,21977,1981,228,24186
2024-03-03,落马洲,出境,10874,3177,518,14569
2024-03-03,文锦渡,入境,1394,428,10,1832
2024-03-03,文锦渡,出境,826,299,6,1131
2024-03-03,沙头角,入境,0,0,0,0
2024-03-03,沙头角,出境,0,0,0,0
2024-03-03,深圳湾,入境,46321,10121,803,57245
2024-03-03,深圳湾,出境,30088,11450,1436,42974
2024-03-03,中国客运码头,入境,1249,539,235,2023
2024-03-03,中国客运码头,出境,589,659,317,1565
2024-03-03,港口管制,入境,0,0,59,59
2024-03-03,港口管制,出境,0,1,43,44
2024-03-03,启德邮轮码头,入境,1058,81,23,1162
2024-03-03,启德邮轮码头,出境,1278,199,301,1778
2024-03-03,港澳客轮码头,入境,7543,796,2595,10934
2024-03-03,港澳客轮码头,出境,4082,1073,2973,8128
2024-03-04,机场,入境,27057,6927,18229,52213
2024-03-04,机场,出境,23466,6065,22167,51698
2024-03-04,高铁西九龙,入境,13057,11153,997,25207
2024-03-04,高铁西九龙,出境,11062,10239,1495,22796
2024-03-04,红磡,入境,0,0,0,0
2024-03-04,红磡,出境,0,0,0,0
2024-03-04,罗湖,入境,58860,11010,675,70545
2024-03-04,罗湖,出境,54682,11248,902,66832
2024-03-04,落马洲支线,入境,47628,10548,299,58475
2024-03-04,落马洲支线,出境,46501,9724,417,56642
2024-03-04,香园围,入境,21690,6172,103,27965
2024-03-04,香园围,出境,21445,2286,170,23901
2024-03-04,港珠澳大桥,入境,18952,5515,3899,28366
2024-03-04,港珠澳大桥,出境,15596,8109,3828,27533
2024-03-04,落马洲,入境,11139,2509,193,13841
2024-03-04,落马洲,出境,7544,2990,535,11069
2024-03-04,文锦渡,入境,1440,343,21,1804
2024-03-04,文锦渡,出境,1614,314,24,1952
2024-03-04,沙头角,入境,0,0,0,0
2024-03-04,沙头角,出境,0,0,0,0
2024-03-04,深圳湾,入境,24861,7925,785,33571
2024-03-04,深圳湾,出境,23154,7590,1269,32013
2024-03-04,中国客运码头,入境,718,464,194,1376
2024-03-04,中国客运码头,出境,774,399,366,1539
2024-03-04,港口管制,入境,0,0,88,88
2024-03-04,港口管制,出境,4,2,24,30
2024-03-04,启德邮轮码头,入境,0,0,2047,2047
2024-03-04,启德邮轮码头,出境,0,0,0,0
2024-03-04,港澳客轮码头,入境,4524,692,2203,7419
2024-03-04,港澳客轮码头,出境,4037,891,2400,7328
2024-03-05,机场,入境,22960,5629,17310,45899
2024-03-05,机场,出境,20034,5869,18646,44549
2024-03-05,高铁西九龙,入境,11106,10157,1037,22300
2024-03-05,高铁西九龙,出境,10405,9260,1186,20851
2024-03-05,红磡,入境,0,0,0,0
2024-03-05,红磡,出境,0,0,0,0
2024-03-05,罗湖,入境,54817,9884,724,65425
2024-03-05,罗湖,出境,54472,10820,864,66156
2024-03-05,落马洲支线,入境,45920,11133,339,57392
2024-03-05,落马洲支线,出境,46383,10548,344,57275
2024-03-05,香园围,入境,22116,4474,67,26657
2024-03-05,香园围,出境,22687,2895,84,25666
2024-03-05,港珠澳大桥,入境,15878,5774,3256,24908
2024-03-05,港珠澳大桥,出境,16332,8731,3590,28653
2024-03-05,落马洲,入境,9190,1918,225,11333
2024-03-05,落马洲,出境,8009,2373,372,10754
2024-03-05,文锦渡,入境,1447,361,16,1824
2024-03-05,文锦渡,出境,1463,308,15,1786
2024-03-05,沙头角,入境,0,0,0,0
2024-03-05,沙头角,出境,0,0,0,0
2024-03-05,深圳湾,入境,22859,7547,802,31208
2024-03-05,深圳湾,出境,22680,7163,1040,30883
2024-03-05,中国客运码头,入境,578,524,165,1267
2024-03-05,中国客运码头,出境,612,494,211,1317
2024-03-05,港口管制,入境,0,0,26,26
2024-03-05,港口管制,出境,2,1,65,68
2024-03-05,启德邮轮码头,入境,0,0,0,0
2024-03-05,启德邮轮码头,出境,0,0,2075,2075
2024-03-05,港澳客轮码头,入境,4314,656,1923,6893
2024-03-05,港澳客轮码头,出境,4144,1049,2514,7707
2024-03-06,机场,入境,21658,6450,16744,44852
2024-03-06,机场,出境,22609,5542,16729,44880
2024-03-06,高铁西九龙,入境,10460,10110,1235,21805
2024-03-06,高铁西九龙,出境,11139,8998,1030,21167
2024-03-06,红磡,入境,0,0,0,0
2024-03-06,红磡,出境,0,0,0,0
2024-03-06,罗湖,入境,54382,9790,703,64875
2024-03-06,罗湖,出境,53783,10673,743,65199
2024-03-06,落马洲支线,入境,44932,10450,311,55693
2024-03-06,落马洲支线,出境,45774,10130,335,56239
2024-03-06,香园围,入境,22054,6348,152,28554
2024-03-06,香园围,出境,22910,3169,86,26165
2024-03-06,港珠澳大桥,入境,15726,5447,4016,25189
2024-03-06,港珠澳大桥,出境,15730,7674,3914,27318
2024-03-06,落马洲,入境,8997,1948,282,11227
2024-03-06,落马洲,出境,7669,2673,376,10718
2024-03-06,文锦渡,入境,1454,344,12,1810
2024-03-06,文锦渡,出境,1541,273,11,1825
2024-03-06,沙头角,入境,0,0,0,0
2024-03-06,沙头角,出境,0,0,0,0
2024-03-06,深圳湾,入境,23000,7638,935,31573
2024-03-06,深圳湾,出境,21977,7591,1015,30583
2024-03-06,中国客运码头,入境,582,413,265,1260
2024-03-06,中国客运码头,出境,707,497,275,1479
2024-03-06,港口管制,入境,1,0,31,32
2024-03-06,港口管制,出境,0,0,30,30
2024-03-06,启德邮轮码头,入境,0,0,105,105
2024-03-06,启德邮轮码头,出境,0,0,110,110
2024-03-06,港澳客轮码头,入境,3902,671,2280,6853
2024-03-06,港澳客轮码头,出境,3896,1076,2666,7638
2024-03-07,机场,入境,20985,7349,19120,47454
2024-03-07,机场,出境,25696,5479,16392,47567
2024-03-07,高铁西九龙,入境,10343,10509,1305,22157
2024-03-07,高铁西九龙,出境,12077,9382,1123,22582
2024-03-07,红磡,入境,0,0,0,0
2024-03-07,红磡,出境,0,0,0,0
2024-03-07,罗湖,入境,55206,9738,751,65695
2024-03-07,罗湖,出境,56153,10715,781,67649
2024-03-07,落马洲支线,入境,45510,11105,353,56968
2024-03-07,落马洲支线,出境,48310,10267,366,58943
2024-03-07,香园围,入境,22797,5840,102,28739
2024-03-07,香园围,出境,24037,2679,138,26854
2024-03-07,港珠澳大桥,入境,16632,5347,3750,25729
2024-03-07,港珠澳大桥,出境,18216,8710,3377,30303
2024-03-07,落马洲,入境,9136,1750,326,11212
2024-03-07,落马洲,出境,7759,2432,324,10515
2024-03-07,文锦渡,入境,1394,314,12,1720
2024-03-07,文锦渡,出境,1451,274,5,1730
2024-03-07,沙头角,入境,0,0,0,0
2024-03-07,沙头角,出境,0,0,0,0
2024-03-07,深圳湾,入境,22997,8322,1024,32343
2024-03-07,深圳湾,出境,24777,7271,949,32997
2024-03-07,中国客运码头,入境,587,439,188,1214
2024-03-07,中国客运码头,出境,670,487,264,1421
2024-03-07,港口管制,入境,3,0,64,67
2024-03-07,港口管制,出境,5,3,53,61
2024-03-07,启德邮轮码头,入境,5,0,602,607
2024-03-07,启德邮轮码头,出境,29,0,612,641
2024-03-07,港澳客轮码头,入境,4230,695,2728,7653
2024-03-07,港澳客轮码头,出境,4558,1006,2112,7676
2024-03-08,机场,入境,25161,9476,20924,55561
2024-03-08,机场,出境,30803,6201,17400,54404
2024-03-08,高铁西九龙,入境,12496,16924,1491,30911
2024-03-08,高铁西九龙,出境,19635,11705,1031,32371
2024-03-08,红磡,入境,0,0,0,0
2024-03-08,红磡,出境,0,0,0,0
2024-03-08,罗湖,入境,60942,12762,815,74519
2024-03-08,罗湖,出境,73106,13370,787,87263
2024-03-08,落马洲支线,入境,49568,14013,431,64012
2024-03-08,落马洲支线,出境,63627,13311,331,77269
2024-03-08,香园围,入境,24193,6811,138,31142
2024-03-08,香园围,出境,28118,3283,169,31570
2024-03-08,港珠澳大桥,入境,18513,6801,5211,30525
2024-03-08,港珠澳大桥,出境,26872,10486,4987,42345
2024-03-08,落马洲,入境,10691,2387,446,13524
2024-03-08,落马洲,出境,10539,2847,279,13665
2024-03-08,文锦渡,入境,1393,406,17,1816
2024-03-08,文锦渡,出境,1659,363,9,2031
2024-03-08,沙头角,入境,0,0,0,0
2024-03-08,沙头角,出境,0,0,0,0
2024-03-08,深圳湾,入境,27249,11092,1403,39744
2024-03-08,深圳湾,出境,34983,9677,874,45534
2024-03-08,中国客运码头,入境,755,914,301,1970
2024-03-08,中国客运码头,出境,1031,656,271,1958
2024-03-08,港口管制,入境,38,0,24,62
2024-03-08,港口管制,出境,1,0,25,26
2024-03-08,启德邮轮码头,入境,1277,198,310,1785
2024-03-08,启德邮轮码头,出境,1242,416,73,1731
2024-03-08,港澳客轮码头,入境,4785,819,2809,8413
2024-03-08,港澳客轮码头,出境,6258,1122,2533,9913
2024-03-09,机场,入境,24868,6976,20104,51948
2024-03-09,机场,出境,26371,6883,17577,50831
2024-03-09,高铁西九龙,入境,13546,23714,1441,38701
2024-03-09,高铁西九龙,出境,20232,19271,1250,40753
2024-03-09,红磡,入境,0,0,0,0
2024-03-09,红磡,出境,0,0,0,0
2024-03-09,罗湖,入境,73506,16689,824,91019
2024-03-09,罗湖,出境,95748,19332,916,115996
2024-03-09,落马洲支线,入境,61577,21604,496,83677
2024-03-09,落马洲支线,出境,85547,20722,453,106722
2024-03-09,香园围,入境,29557,8226,115,37898
2024-03-09,香园围,出境,35918,4720,91,40729
2024-03-09,港珠澳大桥,入境,22998,7328,5766,36092
2024-03-09,港珠澳大桥,出境,36820,10505,5234,52559
2024-03-09,落马洲,入境,15904,2645,499,19048
2024-03-09,落马洲,出境,15865,4060,306,20231
2024-03-09,文锦渡,入境,932,461,16,1409
2024-03-09,文锦渡,出境,1709,383,7,2099
2024-03-09,沙头角,入境,0,0,0,0
2024-03-09,沙头角,出境,0,0,0,0
2024-03-09,深圳湾,入境,32768,14828,1232,48828
2024-03-09,深圳湾,出境,43030,13670,938,57638
2024-03-09,中国客运码头,入境,629,930,271,1830
2024-03-09,中国客运码头,出境,1179,651,253,2083
2024-03-09,港口管制,入境,0,0,43,43
2024-03-09,港口管制,出境,33,0,38,71
2024-03-09,启德邮轮码头,入境,5,0,2109,2114
2024-03-09,启德邮轮码头,出境,0,0,0,0
2024-03-09,港澳客轮码头,入境,5216,969,2882,9067
2024-03-09,港澳客轮码头,出境,7601,1441,2756,11798
2024-03-10,机场,入境,34570,8045,18220,60835
2024-03-10,机场,出境,24576,9011,23123,56710
2024-03-10,高铁西九龙,入境,23216,11920,957,36093
2024-03-10,高铁西九龙,出境,11713,18849,1499,32061
2024-03-10,红磡,入境,0,0,0,0
2024-03-10,红磡,出境,0,0,0,0
2024-03-10,罗湖,入境,98320,11449,744,110513
2024-03-10,罗湖,出境,65622,15332,719,81673
2024-03-10,落马洲支线,入境,79286,14353,400,94039
2024-03-10,落马洲支线,出境,59051,15469,481,75001
2024-03-10,香园围,入境,36301,9974,111,46386
2024-03-10,香园围,出境,29138,4465,125,33728
2024-03-10,港珠澳大桥,入境,41488,6480,5590,53558
2024-03-10,港珠澳大桥,出境,22866,9103,6142,38111
2024-03-10,落马洲,入境,23802,1938,325,26065
2024-03-10,落马洲,出境,10902,3227,502,14631
2024-03-10,文锦渡,入境,1412,340,13,1765
2024-03-10,文锦渡,出境,831,317,9,1157
2024-03-10,沙头角,入境,0,0,0,0
2024-03-10,沙头角,出境,0,0,0,0
2024-03-10,深圳湾,入境,48879,9850,904,59633
2024-03-10,深圳湾,出境,30531,12257,1221,44009
2024-03-10,中国客运码头,入境,1399,507,264,2170
2024-03-10,中国客运码头,出境,634,842,385,1861
2024-03-10,港口管制,入境,0,0,82,82
2024-03-10,港口管制,出境,0,0,16,16
2024-03-10,启德邮轮码头,入境,1281,420,4491,6192
2024-03-10,启德邮轮码头,出境,708,1023,4901,6632
2024-03-10,港澳客轮码头,入境,7883,783,2429,11095
2024-03-10,港澳客轮码头,出境,4082,1090,2873,8045
2024-03-11,机场,入境,27722,7379,19020,54121
2024-03-11,机场,出境,23610,6365,18498,48473
2024-03-11,高铁西九龙,入境,13811,9929,943,24683
2024-03-11,高铁西九龙,出境,11633,8496,1278,21407
2024-03-11,红磡,入境,0,0,0,0
2024-03-11,红磡,出境,0,0,0,0
2024-03-11,罗湖,入境,57059,9348,602,67009
2024-03-11,罗湖,出境,52435,9650,705,62790
2024-03-11,落马洲支线,入境,46292,8828,299,55419
2024-03-11,落马洲支线,出境,44519,8416,371,53306
2024-03-11,香园围,入境,19247,6575,56,25878
2024-03-11,香园围,出境,19271,2396,140,21807
2024-03-11,港珠澳大桥,入境,19280,5801,3632,28713
2024-03-11,港珠澳大桥,出境,15520,10594,3637,29751
2024-03-11,落马洲,入境,10949,2419,276,13644
2024-03-11,落马洲,出境,7520,2336,550,10406
2024-03-11,文锦渡,入境,1411,237,5,1653
2024-03-11,文锦渡,出境,1408,175,10,1593
2024-03-11,沙头角,入境,0,0,0,0
2024-03-11,沙头角,出境,0,0,0,0
2024-03-11,深圳湾,入境,23430,7346,701,31477
2024-03-11,深圳湾,出境,21681,6380,1213,29274
2024-03-11,中国客运码头,入境,682,409,249,1340
2024-03-11,中国客运码头,出境,694,439,324,1457
2024-03-11,港口管制,入境,4,15,68,87
2024-03-11,港口管制,出境,3,15,72,90
2024-03-11,启德邮轮码头,入境,0,0,0,0
2024-03-11,启德邮轮码头,出境,3,0,1753,1756
2024-03-11,港澳客轮码头,入境,4751,665,2144,7560
2024-03-11,港澳客轮码头,出境,3995,897,2231,7123
2024-03-12,机场,入境,23911,6156,15521,45588
2024-03-12,机场,出境,21343,5525,16612,43480
2024-03-12,高铁西九龙,入境,11338,11720,953,24011
2024-03-12,高铁西九龙,出境,10729,10022,1093,21844
2024-03-12,红磡,入境,0,0,0,0
2024-03-12,红磡,出境,0,0,0,0
2024-03-12,罗湖,入境,57745,10993,642,69380
2024-03-12,罗湖,出境,57385,11762,691,69838
2024-03-12,落马洲支线,入境,48409,11968,339,60716
2024-03-12,落马洲支线,出境,49461,11594,380,61435
2024-03-12,香园围,入境,24781,7848,96,32725
2024-03-12,香园围,出境,25692,3355,141,29188
2024-03-12,港珠澳大桥,入境,16989,6936,3632,27557
2024-03-12,港珠澳大桥,出境,17341,11516,3704,32561
2024-03-12,落马洲,入境,9053,2080,262,11395
2024-03-12,落马洲,出境,7878,2402,443,10723
2024-03-12,文锦渡,入境,1477,406,19,1902
2024-03-12,文锦渡,出境,1487,329,20,1836
2024-03-12,沙头角,入境,0,0,0,0
2024-03-12,沙头角,出境,0,0,0,0
2024-03-12,深圳湾,入境,25169,8593,775,34537
2024-03-12,深圳湾,出境,24986,7921,1018,33925
2024-03-12,中国客运码头,入境,557,577,223,1357
2024-03-12,中国客运码头,出境,663,518,198,1379
2024-03-12,港口管制,入境,0,0,64,64
2024-03-12,港口管制,出境,0,2,39,41
2024-03-12,启德邮轮码头,入境,0,0,0,0
2024-03-12,启德邮轮码头,出境,0,0,0,0
2024-03-12,港澳客轮码头,入境,4373,812,1864,7049
2024-03-12,港澳客轮码头,出境,4285,1125,2018,7428
2024-03-13,机场,入境,22538,7243,17932,47713
2024-03-13,机场,出境,23214,6059,15861,45134
2024-03-13,高铁西九龙,入境,10694,11225,1027,22946
2024-03-13,高铁西九龙,出境,12352,9868,1059,23279
2024-03-13,红磡,入境,0,0,0,0
2024-03-13,红磡,出境,0,0,0,0
2024-03-13,罗湖,入境,56192,10807,580,67579
2024-03-13,罗湖,出境,56275,11062,693,68030
2024-03-13,落马洲支线,入境,46769,10944,297,58010
2024-03-13,落马洲支线,出境,48171,10628,333,59132
2024-03-13,香园围,入境,22868,10392,92,33352
2024-03-13,香园围,出境,23704,3204,124,27032
2024-03-13,港珠澳大桥,入境,15906,6080,3734,25720
2024-03-13,港珠澳大桥,出境,16462,11614,4032,32108
2024-03-13,落马洲,入境,9654,1989,329,11972
2024-03-13,落马洲,出境,7984,2560,365,10909
2024-03-13,文锦渡,入境,1502,329,9,1840
2024-03-13,文锦渡,出境,1467,276,9,1752
2024-03-13,沙头角,入境,0,0,0,0
2024-03-13,沙头角,出境,0,0,0,0
2024-03-13,深圳湾,入境,24054,8427,838,33319
2024-03-13,深圳湾,出境,24707,7387,996,33090
2024-03-13,中国客运码头,入境,584,590,239,1413
2024-03-13,中国客运码头,出境,698,550,318,1566
2024-03-13,港口管制,入境,0,0,123,123
2024-03-13,港口管制,出境,2,0,34,36
2024-03-13,启德邮轮码头,入境,739,1040,2391,4170
2024-03-13,启德邮轮码头,出境,898,1254,53,2205
2024-03-13,港澳客轮码头,入境,4049,835,2316,7200
2024-03-13,港澳客轮码头,出境,3907,1378,2346,7631
2024-03-14,机场,入境,20590,7546,18476,46612
2024-03-14,机场,出境,27507,6783,15991,50281
2024-03-14,高铁西九龙,入境,11152,11354,1203,23709
2024-03-14,高铁西九龙,出境,13020,9801,1130,23951
2024-03-14,红磡,入境,0,0,0,0
2024-03-14,红磡,出境,0,0,0,0
2024-03-14,罗湖,入境,56862,10030,639,67531
2024-03-14,罗湖,出境,56918,11363,651,68932
2024-03-14,落马洲支线,入境,47757,11302,429,59488
2024-03-14,落马洲支线,出境,49656,10845,346,60847
2024-03-14,香园围,入境,24004,8349,105,32458
2024-03-14,香园围,出境,25177,3141,117,28435
2024-03-14,港珠澳大桥,入境,16925,6310,3437,26672
2024-03-14,港珠澳大桥,出境,18437,12803,3503,34743
2024-03-14,落马洲,入境,9439,1909,343,11691
2024-03-14,落马洲,出境,8131,2368,383,10882
2024-03-14,文锦渡,入境,1464,278,13,1755
2024-03-14,文锦渡,出境,1523,243,10,1776
2024-03-14,沙头角,入境,0,0,0,0
2024-03-14,沙头角,出境,0,0,0,0
2024-03-14,深圳湾,入境,24708,8153,978,33839
2024-03-14,深圳湾,出境,25317,7517,937,33771
2024-03-14,中国客运码头,入境,616,552,236,1404
2024-03-14,中国客运码头,出境,660,602,275,1537
2024-03-14,港口管制,入境,2,0,111,113
2024-03-14,港口管制,出境,0,0,55,55
2024-03-14,启德邮轮码头,入境,0,0,567,567
2024-03-14,启德邮轮码头,出境,168,13,2318,2499
2024-03-14,港澳客轮码头,入境,4358,924,2034,7316
2024-03-14,港澳客轮码头,出境,4668,1250,2086,8004
2024-03-15,机场,入境,25646,9097,21232,55975
2024-03-15,机场,出境,30763,6945,17849,55557
2024-03-15,高铁西九龙,入境,13729,15330,1538,30597
2024-03-15,高铁西九龙,出境,19959,11735,1160,32854
2024-03-15,红磡,入境,0,0,0,0
2024-03-15,红磡,出境,0,0,0,0
2024-03-15,罗湖,入境,60029,11450,748,72227
2024-03-15,罗湖,出境,69724,12953,731,83408
2024-03-15,落马洲支线,入境,49337,12421,404,62162
2024-03-15,落马洲支线,出境,61372,11713,319,73404
2024-03-15,香园围,入境,24648,6244,132,31024
2024-03-15,香园围,出境,28092,4473,149,32714
2024-03-15,港珠澳大桥,入境,18325,6964,3972,29261
2024-03-15,港珠澳大桥,出境,29702,12271,4207,46180
2024-03-15,落马洲,入境,10257,2354,519,13130
2024-03-15,落马洲,出境,10530,2911,354,13795
2024-03-15,文锦渡,入境,1404,335,9,1748
2024-03-15,文锦渡,出境,1682,309,11,2002
2024-03-15,沙头角,入境,0,0,0,0
2024-03-15,沙头角,出境,0,0,0,0
2024-03-15,深圳湾,入境,27733,9759,1275,38767
2024-03-15,深圳湾,出境,35345,9753,1074,46172
2024-03-15,中国客运码头,入境,750,752,252,1754
2024-03-15,中国客运码头,出境,1079,674,297,2050
2024-03-15,港口管制,入境,2,0,33,35
2024-03-15,港口管制,出境,2,0,46,48
2024-03-15,启德邮轮码头,入境,1066,1261,2693,5020
2024-03-15,启德邮轮码头,出境,1367,420,3546,5333
2024-03-15,港澳客轮码头,入境,4829,901,2536,8266
2024-03-15,港澳客轮码头,出境,6905,1228,2523,10656
2024-03-16,机场,入境,24928,8108,19482,52518
2024-03-16,机场,出境,26739,6443,17944,51126
2024-03-16,高铁西九龙,入境,13877,30266,1528,45671
2024-03-16,高铁西九龙,出境,21183,20134,1226,42543
2024-03-16,红磡,入境,0,0,0,0
2024-03-16,红磡,出境,0,0,0,0
2024-03-16,罗湖,入境,73528,19609,754,93891
2024-03-16,罗湖,出境,96866,23058,829,120753
2024-03-16,落马洲支线,入境,62070,26877,523,89470
2024-03-16,落马洲支线,出境,86592,24620,472,111684
2024-03-16,香园围,入境,29319,11949,158,41426
2024-03-16,香园围,出境,37846,4937,107,42890
2024-03-16,港珠澳大桥,入境,24632,9065,6135,39832
2024-03-16,港珠澳大桥,出境,42534,13332,5347,61213
2024-03-16,落马洲,入境,15478,2916,392,18786
2024-03-16,落马洲,出境,15696,5886,371,21953
2024-03-16,文锦渡,入境,897,568,10,1475
2024-03-16,文锦渡,出境,1335,467,5,1807
2024-03-16,沙头角,入境,0,0,0,0
2024-03-16,沙头角,出境,0,0,0,0
2024-03-16,深圳湾,入境,32380,17942,1189,51511
2024-03-16,深圳湾,出境,44502,15248,1019,60769
2024-03-16,中国客运码头,入境,756,996,308,2060
2024-03-16,中国客运码头,出境,1179,724,316,2219
2024-03-16,港口管制,入境,0,0,86,86
2024-03-16,港口管制,出境,26,1,45,72
2024-03-16,启德邮轮码头,入境,14,222,1189,1425
2024-03-16,启德邮轮码头,出境,9,218,5,232
2024-03-16,港澳客轮码头,入境,5479,1233,2949,9661
2024-03-16,港澳客轮码头,出境,8651,1467,2967,13085
2024-03-17,机场,入境,32985,8078,17991,59054
2024-03-17,机场,出境,26086,9103,23454,58643
2024-03-17,高铁西九龙,入境,23935,16769,1150,41854
2024-03-17,高铁西九龙,出境,12608,23546,1644,37798
2024-03-17,红磡,入境,0,0,0,0
2024-03-17,红磡,出境,0,0,0,0
2024-03-17,罗湖,入境,104558,14142,784,119484
2024-03-17,罗湖,出境,71652,19393,822,91867
2024-03-17,落马洲支线,入境,84329,18417,407,103153
2024-03-17,落马洲支线,出境,65512,19575,500,85587
2024-03-17,香园围,入境,39042,12799,122,51963
2024-03-17,香园围,出境,32958,5174,141,38273
2024-03-17,港珠澳大桥,入境,50271,7193,5691,63155
